NumberMeasuredFrames;Time;C-pPL;C-PS;C-N;N-pPL;N-PS;PSM;C-Seg;SEG;C-HF;HHStage;Embryo;CultureType
20;23,24;6,27;6,15;4,62;1,65;1,45;1,50;2,07;1,11;1,90;10;15;1
20;;;;;;;;;;;;15;1
20;;;;;;;;;;;;15;1
20;;;;;;;;;;;;15;1
20;;;;;;;;;;;;15;1
20;;;;;;;;;;;;15;1
20;;;;;;;;;;;;15;1
23;;;;;;;;;;;;16;1
23;;;;;;;;;;;;16;1
23;;;;;;;;;;;;16;1
23;-1,90;1,90;1,57;;;;;;;;4;16;1
23;-0,95;2,09;1,84;;;;;;;;4;16;1
23;0,05;2,39;2,19;0,36;2,01;1,79;;;;;5;16;1
23;1,05;2,64;2,32;0,43;2,20;1,88;;;;;5;16;1
23;2,05;2,81;2,51;0,52;2,27;1,99;;;;;5;16;1
23;3,05;3,12;2,91;0,69;2,41;2,21;;;;;5;16;1
23;4,05;3,49;3,09;0,89;2,59;2,22;;;;;5;16;1
23;5,05;3,82;3,43;1,10;2,70;2,30;;;;;5;16;1
23;6,05;4,21;3,82;1,33;2,87;2,54;;;;;6;16;1
23;7,05;4,63;4,17;1,64;2,98;2,52;;;;;6;16;1
23;8,05;5,06;4,55;1,81;3,23;2,74;;;;0,11;6;16;1
23;9,05;5,23;5,02;1,99;3,25;3,02;;;;0,18;6;16;1
23;10,05;5,38;5,04;2,21;3,19;2,83;0,36;;0,08;0,24;7;16;1
23;11,05;5,60;5,20;2,38;3,21;2,83;0,41;1,91;0,22;0,38;7;16;1
23;12,05;5,97;5,34;2,69;3,29;2,67;0,59;2,00;0,25;0,59;7;16;1
23;13,05;5,93;5,75;2,84;3,10;2,88;0,60;2,04;0,36;0,73;8;16;1
23;13,70;6,14;5,78;3,11;3,04;2,72;0,65;2,06;0,57;0,87;8;16;1
23;14,70;6,28;5,63;3,23;3,04;2,42;0,63;2,08;0,71;0,96;8;16;1
23;15,70;6,51;5,86;3,43;3,09;2,43;0,80;2,08;0,73;1,10;8;16;1
23;16,70;6,55;5,89;3,63;2,98;2,26;0,82;2,08;0,89;1,19;9;16;1
23;17,70;6,67;6,04;3,83;2,83;2,21;0,86;2,11;1,05;1,29;9;16;1
23;18,70;6,74;6,03;3,90;2,83;2,13;0,80;2,10;1,16;1,37;9;16;1
23;19,70;6,84;6,17;4,01;2,83;2,17;0,87;2,12;1,15;1,43;9;16;1
23;;;;;;;;;;;;16;1
23;;;;;;;;;;;;16;1
23;;;;;;;;;;;;16;1
23;;;;;;;;;;;;16;1
24;;;;;;;;;;;;17;1
24;;;;;;;;;;;;17;1
24;;;;;;;;;;;;17;1
24;;;;;;;;;;;;17;1
24;;;;;;;;;;;;17;1
24;-1,30;3,01;2,65;;;;;;;;4;17;1
24;-0,35;2,98;2,67;;;;;;;;4;17;1
24;0,65;3,03;2,85;0,61;2,42;2,24;;;;;5;17;1
24;1,65;3,19;2,96;0,81;2,37;2,14;;;;;5;17;1
24;2,65;3,30;3,09;0,90;2,39;2,19;;;;;5;17;1
24;3,65;3,43;3,12;1,07;2,35;2,03;;;;;5;17;1
24;4,65;3,58;3,16;1,25;2,27;1,92;;;;;5;17;1
24;5,65;3,79;3,38;1,54;2,23;1,83;;;;;6;17;1
24;6,65;3,87;3,59;1,60;2,26;1,98;;;;0,11;6;17;1
24;7,65;4,11;3,71;1,89;2,21;1,81;;;;0,21;6;17;1
24;8,65;4,31;3,83;2,04;2,28;1,76;0,52;;0,09;0,32;7;17;1
24;9,65;4,51;4,05;2,24;2,26;1,81;0,59;1,61;0,19;0,42;7;17;1
24;10,65;4,75;4,21;2,42;2,34;1,79;0,69;1,68;0,20;0,54;7;17;1
24;11,65;4,92;4,31;2,47;2,45;1,83;0,55;1,75;0,33;0,68;8;17;1
24;12,65;5,07;4,43;2,79;2,28;1,65;0,64;1,85;0,47;0,84;8;17;1
24;13,65;5,10;4,54;2,87;2,23;1,60;0,69;1,87;0,48;0,92;8;17;1
24;14,65;5,26;4,62;3,04;2,23;1,57;0,70;1,87;0,61;1,04;8;17;1
24;15,65;5,23;4,61;3,07;2,18;1,53;0,74;1,86;0,63;1,11;8;17;1
24;16,65;5,27;4,76;3,21;2,07;1,53;0,75;1,86;0,76;1,19;9;17;1
24;17,65;5,24;4,70;3,32;1,92;1,37;0,71;1,89;0,88;1,28;9;17;1
24;18,65;5,26;4,70;3,42;1,85;1,45;0,77;1,91;0,91;1,36;9;17;1
24;19,65;5,36;4,96;3,50;1,85;1,48;0,74;1,91;1,01;1,40;9;17;1
24;20,65;5,43;4,98;3,58;1,83;1,41;0,80;1,91;1,04;1,46;9;17;1
24;21,65;5,50;5,14;3,72;1,79;1,40;0,81;1,91;1,17;1,50;10;17;1
24;;;;;;;;;;;;17;1
24;;;;;;;;;;;;18;1
24;;;;;;;;;;;;18;1
24;;;;;;;;;;;;18;1
24;0,34;3,67;2,87;0,64;3,04;2,21;;;;;5;18;1
24;1,29;3,69;3,20;0,61;3,07;2,59;;;;;5;18;1
24;2,29;3,62;3,13;0,68;2,94;2,47;;;;;5;18;1
24;3,29;3,68;3,20;0,88;2,79;2,33;;;;;5;18;1
24;4,29;3,75;3,36;1,13;2,65;2,24;;;;;5;18;1
24;5,29;3,91;3,55;1,42;2,49;2,13;;;;;5;18;1
24;6,29;4,12;3,75;1,59;2,53;2,16;;;;;6;18;1
24;7,29;4,35;3,88;1,81;2,53;2,07;;;;0,17;6;18;1
24;8,29;4,46;4,19;2,00;2,48;2,19;;;;0,31;6;18;1
24;9,29;4,70;4,35;2,20;2,51;2,15;0,45;;0,10;0,42;7;18;1
24;10,29;4,98;4,61;2,43;2,55;2,20;0,57;;0,12;0,59;7;18;1
24;11,29;5,17;4,67;2,74;2,47;1,93;0,68;2,01;0,27;0,75;7;18;1
24;12,29;5,45;5,02;2,96;2,52;2,08;0,68;2,07;0,43;0,86;8;18;1
24;13,29;5,68;5,32;3,14;2,56;2,20;0,64;2,15;0,57;1,01;8;18;1
24;14,29;5,91;5,46;3,38;2,52;2,08;0,76;2,21;0,59;1,16;8;18;1
24;15,29;6,05;5,58;3,59;2,46;2,00;0,77;2,27;0,80;1,27;8;18;1
24;16,29;6,14;5,70;3,74;2,40;1,96;0,92;2,28;0,76;1,37;8;18;1
24;17,29;6,27;5,82;3,91;2,40;1,97;0,90;2,31;0,92;1,50;9;18;1
24;18,29;6,31;5,90;3,94;2,36;1,95;0,93;2,29;0,93;1,56;9;18;1
24;19,29;6,34;5,89;4,13;2,21;1,74;0,98;2,30;1,09;1,64;9;18;1
24;20,29;6,36;5,92;4,23;2,12;1,71;0,94;2,24;1,23;1,66;9;18;1
24;21,29;6,40;5,98;4,35;2,05;1,63;1,05;2,24;1,26;1,70;9;18;1
24;22,29;6,44;6,06;4,46;1,99;1,61;1,00;2,28;1,40;1,78;10;18;1
24;23,29;6,53;6,18;4,63;1,88;1,54;1,01;2,25;1,57;1,82;10;18;1
24;;;;;;;;;;;;18;1
24;;;;;;;;;;;;18;1
24;;;;;;;;;;;;18;1
30;-4,8;2,54;2,14;;;;;;;;4;19;1
30;-3,85;2,67;2,45;;;;;;;;4;19;1
30;-2,85;2,70;2,51;;;;;;;;4;19;1
30;-1,85;2,87;2,62;;;;;;;;4;19;1
30;-0,85;2,98;2,67;;;;;;;;4;19;1
30;0,15;3,17;2,71;0,24;2,93;2,47;;;;;5;19;1
30;1,15;3,35;2,92;0,34;3,02;2,58;;;;;5;19;1
30;2,15;3,49;3,09;0,51;2,97;2,56;;;;;5;19;1
30;3,15;3,58;3,24;0,70;2,88;2,52;;;;;5;19;1
30;4,15;3,81;3,37;0,82;2,97;2,56;;;;;5;19;1
30;5,15;3,86;3,40;0,93;2,92;2,47;;;;;5;19;1
30;6,15;4,17;3,81;1,34;2,82;2,48;;;;;5;19;1
30;7,15;4,39;4,08;1,58;2,78;2,50;;;;;5;19;1
30;8,15;4,57;4,24;1,75;2,85;2,48;;;;;6;19;1
30;9,15;4,71;4,34;1,99;2,74;2,36;;;;0,12;6;19;1
30;10,15;4,86;4,46;2,10;2,76;2,33;0,36;;0,08;0,21;7;19;1
30;11,15;4,99;4,51;2,29;2,70;2,24;0,53;;0,12;0,32;7;19;1
30;12,15;5,17;4,73;2,53;2,64;2,20;0,61;1,89;0,22;0,42;7;19;1
30;13,15;5,32;4,78;2,71;2,61;2,09;0,61;1,93;0,38;0,57;8;19;1
30;14,15;5,43;4,87;2,90;2,54;1,99;0,73;1,98;0,38;0,74;8;19;1
30;15,15;5,60;5,08;3,12;2,48;1,97;0,76;2,00;0,56;0,87;8;19;1
30;16,15;5,74;5,16;3,30;2,45;1,87;0,78;2,00;0,74;0,96;8;19;1
30;17,15;5,79;5,27;3,43;2,34;1,86;0,91;3,43;0,75;1,09;8;19;1
30;18,15;5,86;5,30;3,50;2,36;1,81;0,84;2,00;0,88;1,19;9;19;1
30;19,15;5,94;5,33;3,63;2,31;1,71;0,85;1,97;1,03;1,27;9;19;1
30;20,15;6,03;5,41;3,66;2,36;1,75;0,89;1,95;1,02;1,35;9;19;1
30;21,15;6,18;5,51;3,79;2,40;1,71;0,90;1,94;1,13;1,40;9;19;1
30;22,15;6,29;5,61;3,92;2,38;1,69;0,90;1,95;1,25;1,49;10;19;1
30;23,15;6,39;5,66;4,05;2,34;1,60;1,04;1,95;1,27;1,53;10;19;1
30;24,15;6,55;5,78;4,17;2,37;1,62;1,02;1,94;1,40;1,55;10;19;1
23;;;;;;;;;;;;20;2
23;;;;;;;;;;;;20;2
23;0,19;2,20;1,92;0,42;1,80;1,51;;;;;5;20;2
23;1,14;2,28;1,98;0,55;1,74;1,44;;;;;5;20;2
23;2,14;2,42;2,08;0,61;1,81;1,46;;;;;5;20;2
23;3,14;2,83;2,44;0,90;1,94;1,54;;;;;5;20;2
23;4,14;3,08;2,58;1,03;2,02;1,56;;;;;5;20;2
23;5,14;3,37;3,02;1,27;2,11;1,77;;;;;5;20;2
23;6,14;3,76;3,37;1,53;2,26;1,85;;;;;5;20;2
23;7,14;4,18;3,63;1,81;2,42;1,82;;;;;6;20;2
23;8,14;4,47;3,78;2,05;2,42;1,76;;;;0,22;6;20;2
23;9,14;4,72;4,23;2,29;2,47;1,92;0,53;;0,08;0,29;7;20;2
23;10,14;4,91;4,36;2,47;2,46;1,92;0,66;;0,10;0,41;7;20;2
23;11,14;5,01;4,50;2,73;2,27;1,78;0,73;1,87;0,22;0,53;7;20;2
23;12,14;5,11;4,31;2,89;2,18;1,43;0,76;1,87;0,39;0,66;8;20;2
23;13,14;5,20;4,51;3,06;2,08;1,47;0,79;1,87;0,54;0,75;8;20;2
23;14,14;5,32;4,82;3,16;2,11;1,68;0,87;1,86;0,59;0,83;8;20;2
23;15,14;5,35;4,74;3,33;1,94;1,46;0,94;1,82;0,74;0,90;8;20;2
23;16,14;5,50;4,83;3,46;1,98;1,41;0,94;1,81;0,85;0,94;9;20;2
23;17,14;5,56;4,94;3,62;1,95;1,31;1,07;1,76;0,85;0,96;9;20;2
23;18,14;5,70;4,98;3,54;2,06;1,45;1,01;1,76;0,97;0,98;9;20;2
23;19,14;5,71;4,91;3,60;2,05;1,33;1,00;1,69;1,06;1,02;9;20;2
23;20,14;5,75;5,03;3,58;2,19;1,48;0,98;1,66;1,06;1,07;9;20;2
23;21,14;5,67;4,98;3,63;2,04;1,38;1,02;1,62;1,14;1,08;10;20;2
23;22,14;5,68;5,12;3,55;2,16;1,55;0,94;1,58;1,18;1,12;10;20;2
23;;;;;;;;;;;;20;2
23;;;;;;;;;;;;20;2
23;;;;;;;;;;;;20;2
23;;;;;;;;;;;;20;2
23;;;;;;;;;;;;20;2
